Id,CurrencyId,AsAt,Rate,CreateDate
10534,608,08/01/2020,52.3634,22/12/2022 11:39
10535,586,08/01/2020,159.2892,22/12/2022 11:39
10536,985,08/01/2020,3.9155,22/12/2022 11:39
10537,600,08/01/2020,6630.4005,22/12/2022 11:39
10538,946,08/01/2020,4.4108,22/12/2022 11:39
10539,643,08/01/2020,63.6934,22/12/2022 11:39
10540,682,08/01/2020,3.8635,22/12/2022 11:39
10541,752,08/01/2020,9.725,22/12/2022 11:39
10542,702,08/01/2020,1.3907,22/12/2022 11:39
10543,764,08/01/2020,31.1814,22/12/2022 11:39
10544,949,08/01/2020,6.1395,22/12/2022 11:39
10545,901,08/01/2020,30.9569,22/12/2022 11:39
10546,980,08/01/2020,24.3826,22/12/2022 11:39
10547,840,08/01/2020,1.03,22/12/2022 11:39
10548,858,08/01/2020,38.549,22/12/2022 11:39
10549,704,08/01/2020,23888.7618,22/12/2022 11:39
10550,710,08/01/2020,14.6857,22/12/2022 11:39
10551,784,09/01/2020,3.7769,22/12/2022 11:39
10552,32,09/01/2020,61.5121,22/12/2022 11:39
10553,36,09/01/2020,1.4985,22/12/2022 11:39
10554,975,09/01/2020,1.8099,22/12/2022 11:39
10555,986,09/01/2020,4.1804,22/12/2022 11:39
10556,124,09/01/2020,1.3409,22/12/2022 11:39
10557,756,09/01/2020,1,22/12/2022 11:39
10558,152,09/01/2020,788.6541,22/12/2022 11:39
10559,156,09/01/2020,7.1378,22/12/2022 11:39
10560,170,09/01/2020,3299.8662,22/12/2022 11:39
10561,203,09/01/2020,23.3569,22/12/2022 11:39
10562,208,09/01/2020,6.9117,22/12/2022 11:39
10563,214,09/01/2020,54.3932,22/12/2022 11:39
10564,818,09/01/2020,16.4838,22/12/2022 11:39
10565,978,09/01/2020,0.9251,22/12/2022 11:39
10566,826,09/01/2020,0.7861,22/12/2022 11:39
10567,320,09/01/2020,7.9288,22/12/2022 11:39
10568,344,09/01/2020,7.9954,22/12/2022 11:39
10569,191,09/01/2020,6.8919,22/12/2022 11:39
10570,348,09/01/2020,306.5774,22/12/2022 11:39
10571,360,09/01/2020,14079.0768,22/12/2022 11:39
10572,376,09/01/2020,3.5636,22/12/2022 11:39
10573,356,09/01/2020,73.6058,22/12/2022 11:39
10574,352,09/01/2020,127.0037,22/12/2022 11:39
10575,392,09/01/2020,112.1209,22/12/2022 11:39
10576,410,09/01/2020,1198.0626,22/12/2022 11:39
10577,398,09/01/2020,390.132,22/12/2022 11:39
10578,484,09/01/2020,19.3564,22/12/2022 11:39
10579,458,09/01/2020,4.2132,22/12/2022 11:39
10580,578,09/01/2020,9.1225,22/12/2022 11:39
10581,554,09/01/2020,1.5507,22/12/2022 11:39
10582,590,09/01/2020,1.0286,22/12/2022 11:39
10583,604,09/01/2020,3.4141,22/12/2022 11:39
10584,608,09/01/2020,52.188,22/12/2022 11:39
10585,586,09/01/2020,159.3496,22/12/2022 11:39
10586,985,09/01/2020,3.9229,22/12/2022 11:39
10587,600,09/01/2020,6599.7323,22/12/2022 11:39
10588,946,09/01/2020,4.4192,22/12/2022 11:39
10589,643,09/01/2020,63.3169,22/12/2022 11:39
10590,682,09/01/2020,3.8583,22/12/2022 11:40
10591,752,09/01/2020,9.7336,22/12/2022 11:40
10592,702,09/01/2020,1.3896,22/12/2022 11:40
10593,764,09/01/2020,31.1962,22/12/2022 11:40
10594,949,09/01/2020,6.0895,22/12/2022 11:40
10595,901,09/01/2020,30.8921,22/12/2022 11:40
10596,980,09/01/2020,24.5699,22/12/2022 11:40
10597,840,09/01/2020,1.0286,22/12/2022 11:40
10598,858,09/01/2020,38.5572,22/12/2022 11:40
10599,704,09/01/2020,23855.3172,22/12/2022 11:40
10600,710,09/01/2020,14.6247,22/12/2022 11:40
10601,784,10/01/2020,3.7727,22/12/2022 11:40
10602,32,10/01/2020,61.441,22/12/2022 11:40
10603,36,10/01/2020,1.4958,22/12/2022 11:40
10604,975,10/01/2020,1.8104,22/12/2022 11:40
10605,986,10/01/2020,4.1846,22/12/2022 11:40
10606,124,10/01/2020,1.3421,22/12/2022 11:40
10607,756,10/01/2020,1,22/12/2022 11:40
10608,152,10/01/2020,785.3059,22/12/2022 11:40
10609,156,10/01/2020,7.1197,22/12/2022 11:40
10610,170,10/01/2020,3349.2986,22/12/2022 11:40
10611,203,10/01/2020,23.3616,22/12/2022 11:40
10612,208,10/01/2020,6.914,22/12/2022 11:40
10613,214,10/01/2020,54.3339,22/12/2022 11:40
10614,818,10/01/2020,16.4061,22/12/2022 11:40
10615,978,10/01/2020,0.9249,22/12/2022 11:40
10616,826,10/01/2020,0.7865,22/12/2022 11:40
10617,320,10/01/2020,7.9234,22/12/2022 11:40
10618,344,10/01/2020,7.9815,22/12/2022 11:40
10619,191,10/01/2020,6.8916,22/12/2022 11:40
10620,348,10/01/2020,307.7424,22/12/2022 11:40
10621,360,10/01/2020,13996.7314,22/12/2022 11:40
10622,376,10/01/2020,3.5614,22/12/2022 11:40
10623,356,10/01/2020,73.1657,22/12/2022 11:40
10624,352,10/01/2020,126.9023,22/12/2022 11:40
10625,392,10/01/2020,112.4165,22/12/2022 11:40
10626,410,10/01/2020,1192.0123,22/12/2022 11:40
10627,398,10/01/2020,387.5627,22/12/2022 11:40
10628,484,10/01/2020,19.3244,22/12/2022 11:40
10629,458,10/01/2020,4.2004,22/12/2022 11:40
10630,578,10/01/2020,9.1276,22/12/2022 11:40
10631,554,10/01/2020,1.5519,22/12/2022 11:40
10632,590,10/01/2020,1.0274,22/12/2022 11:40
10633,604,10/01/2020,3.4116,22/12/2022 11:40
10634,608,10/01/2020,52.0026,22/12/2022 11:40
10635,586,10/01/2020,159.1005,22/12/2022 11:40
10636,985,10/01/2020,3.9256,22/12/2022 11:40
10637,600,10/01/2020,6556.2687,22/12/2022 11:40
10638,946,10/01/2020,4.4211,22/12/2022 11:40
10639,643,10/01/2020,62.9793,22/12/2022 11:40
10640,682,10/01/2020,3.8539,22/12/2022 11:40
10641,752,10/01/2020,9.7489,22/12/2022 11:40
10642,702,10/01/2020,1.3878,22/12/2022 11:40
10643,764,10/01/2020,31.1134,22/12/2022 11:40
10644,949,10/01/2020,6.0437,22/12/2022 11:40
10645,901,10/01/2020,30.816,22/12/2022 11:40
10646,980,10/01/2020,24.6797,22/12/2022 11:40
